6.987419128417968750e-01,2.737244404852390289e-02,5.152184888720512390e-02,3.800120204687118530e-03,1.975130587816238403e-01,2.105057425796985626e-02
6.433851718902587891e-01,2.009106613695621490e-02,5.246014893054962158e-02,2.708965446799993515e-03,2.611690163612365723e-01,2.018552832305431366e-02
5.851302742958068848e-01,2.410017140209674835e-02,4.831052944064140320e-02,1.860688673332333565e-03,3.210244774818420410e-01,1.957386918365955353e-02
6.360139250755310059e-01,1.275667361915111542e-02,4.165027290582656860e-02,1.957575092092156410e-03,2.753858268260955811e-01,3.223577886819839478e-02
6.648615002632141113e-01,1.144807506352663040e-02,3.649511560797691345e-02,2.478532027453184128e-03,2.208024859428405762e-01,6.391423195600509644e-02
6.965827941894531250e-01,1.437077205628156662e-02,4.676955193281173706e-02,3.589477855712175369e-03,1.795319467782974243e-01,5.915553122758865356e-02
7.396444678306579590e-01,2.048733644187450409e-02,5.913436412811279297e-02,5.152157973498106003e-03,1.339617818593978882e-01,4.161989316344261169e-02
7.360296845436096191e-01,2.127219736576080322e-02,1.062096655368804932e-01,5.669911392033100128e-03,1.095797866582870483e-01,2.123877033591270447e-02
7.042782902717590332e-01,2.662203647196292877e-02,1.193723008036613464e-01,4.803914576768875122e-03,1.337718367576599121e-01,1.115156617015600204e-02
7.070957422256469727e-01,2.259361743927001953e-02,1.140124201774597168e-01,4.537261556833982468e-03,1.406897157430648804e-01,1.107116416096687317e-02
7.068943977355957031e-01,2.534574456512928009e-02,1.300856471061706543e-01,6.582319736480712891e-03,1.160467416048049927e-01,1.504521071910858154e-02
6.934788227081298828e-01,1.842706650495529175e-02,1.147463247179985046e-01,6.049766205251216888e-03,1.493346244096755981e-01,1.796352304518222809e-02
6.522556543350219727e-01,2.264122851192951202e-02,1.428833603858947754e-01,6.955239921808242798e-03,1.577894389629364014e-01,1.747509464621543884e-02
6.764821410179138184e-01,2.966547571122646332e-02,1.468887180089950562e-01,9.613387286663055420e-03,1.224481314420700073e-01,1.490216050297021866e-02
6.977435350418090820e-01,2.470191195607185364e-02,1.382955908775329590e-01,1.163345109671354294e-02,1.111224293708801270e-01,1.650311052799224854e-02
7.320113778114318848e-01,1.599366404116153717e-02,1.422984004020690918e-01,2.114366926252841949e-02,6.556382775306701660e-02,2.298918738961219788e-02
7.802349328994750977e-01,1.160238962620496750e-02,9.298709779977798462e-02,2.105379477143287659e-02,5.748667940497398376e-02,3.663502261042594910e-02
7.653425931930541992e-01,9.609512053430080414e-03,6.907701492309570312e-02,9.896809235215187073e-03,1.036699563264846802e-01,4.240413755178451538e-02
7.044103145599365234e-01,6.429078523069620132e-03,4.362620785832405090e-02,5.374445114284753799e-03,1.571222990751266479e-01,8.303764462471008301e-02
5.905596613883972168e-01,1.681076735258102417e-02,5.162295699119567871e-02,3.221585880964994431e-03,2.868141829967498779e-01,5.097078159451484680e-02
4.919914603233337402e-01,2.793866209685802460e-02,6.137969344854354858e-02,2.469432074576616287e-03,3.651798665523529053e-01,5.104081332683563232e-02
5.100619196891784668e-01,2.374534122645854950e-02,7.269161194562911987e-02,3.835577750578522682e-03,3.274171352386474609e-01,6.224831193685531616e-02
6.184121966361999512e-01,2.736215665936470032e-02,8.295326679944992065e-02,5.761817097663879395e-03,2.173415422439575195e-01,4.816896095871925354e-02
7.217090725898742676e-01,1.886220648884773254e-02,6.612621247768402100e-02,8.636675775051116943e-03,1.310202181339263916e-01,5.364566296339035034e-02
7.894034981727600098e-01,8.445463143289089203e-03,5.412085354328155518e-02,1.235326565802097321e-02,8.323745429515838623e-02,5.243945121765136719e-02
7.975051403045654297e-01,1.030570454895496368e-02,5.183222889900207520e-02,1.297418773174285889e-02,8.520694077014923096e-02,4.217574745416641235e-02
7.368600368499755859e-01,1.042362395673990250e-02,5.754785612225532532e-02,7.838935591280460358e-03,1.461258083581924438e-01,4.120372235774993896e-02
