5.896718502044677734e-01,1.128057111054658890e-02,2.782805263996124268e-01,3.698217216879129410e-03,1.125519797205924988e-01,4.516908433288335800e-03
9.877011179924011230e-02,6.231567356735467911e-03,5.553526878356933594e-01,2.088739420287311077e-04,3.386925160884857178e-01,7.442372152581810951e-04
4.366266727447509766e-02,3.157415892928838730e-03,6.789242625236511230e-01,8.053962665144354105e-05,2.738735973834991455e-01,3.016393457073718309e-04
3.961466252803802490e-02,1.534243696369230747e-03,7.685600519180297852e-01,8.497704402543604374e-05,1.899314969778060913e-01,2.746113168541342020e-04
7.798263430595397949e-02,2.653126837685704231e-03,7.990636229515075684e-01,5.062511772848665714e-04,1.191946119070053101e-01,5.997004336677491665e-04
2.722184360027313232e-01,2.065610140562057495e-02,5.718740820884704590e-01,3.794465912505984306e-03,1.279831081628799438e-01,3.473745658993721008e-03
4.894806146621704102e-01,7.666864246129989624e-02,3.322488665580749512e-01,1.681174151599407196e-02,7.522015273571014404e-02,9.570010937750339508e-03
5.971058607101440430e-01,2.200593054294586182e-01,1.102787703275680542e-01,3.517806529998779297e-02,2.407148480415344238e-02,1.330656651407480240e-02
4.915266931056976318e-01,4.275849163532257080e-01,3.216965496540069580e-02,2.268232777714729309e-02,1.327896863222122192e-02,1.275740470737218857e-02
4.772112965583801270e-01,4.457287490367889404e-01,3.078860603272914886e-02,1.971275173127651215e-02,1.400204561650753021e-02,1.255652494728565216e-02
4.784615933895111084e-01,4.444506466388702393e-01,3.080360591411590576e-02,1.979340985417366028e-02,1.395965926349163055e-02,1.253109145909547806e-02
4.784605801105499268e-01,4.444516599178314209e-01,3.080359846353530884e-02,1.979332044720649719e-02,1.395969651639461517e-02,1.253109704703092575e-02
4.784605801105499268e-01,4.444516599178314209e-01,3.080359846353530884e-02,1.979332044720649719e-02,1.395969651639461517e-02,1.253109704703092575e-02
4.784605801105499268e-01,4.444516599178314209e-01,3.080359846353530884e-02,1.979332044720649719e-02,1.395969651639461517e-02,1.253109704703092575e-02
4.784605801105499268e-01,4.444516599178314209e-01,3.080359846353530884e-02,1.979332044720649719e-02,1.395969651639461517e-02,1.253109704703092575e-02
4.784605801105499268e-01,4.444516599178314209e-01,3.080359846353530884e-02,1.979332044720649719e-02,1.395969651639461517e-02,1.253109704703092575e-02
4.784605801105499268e-01,4.444516599178314209e-01,3.080359846353530884e-02,1.979332044720649719e-02,1.395969651639461517e-02,1.253109704703092575e-02
4.784605801105499268e-01,4.444516599178314209e-01,3.080359846353530884e-02,1.979332044720649719e-02,1.395969651639461517e-02,1.253109704703092575e-02
4.784605801105499268e-01,4.444516599178314209e-01,3.080359846353530884e-02,1.979332044720649719e-02,1.395969651639461517e-02,1.253109704703092575e-02
4.784605801105499268e-01,4.444516599178314209e-01,3.080359846353530884e-02,1.979332044720649719e-02,1.395969651639461517e-02,1.253109704703092575e-02
4.784605801105499268e-01,4.444516599178314209e-01,3.080359846353530884e-02,1.979332044720649719e-02,1.395969651639461517e-02,1.253109704703092575e-02
4.784605801105499268e-01,4.444516599178314209e-01,3.080359846353530884e-02,1.979332044720649719e-02,1.395969651639461517e-02,1.253109704703092575e-02
4.784605801105499268e-01,4.444516599178314209e-01,3.080359846353530884e-02,1.979332044720649719e-02,1.395969651639461517e-02,1.253109704703092575e-02
4.784604609012603760e-01,4.444519281387329102e-01,3.080351464450359344e-02,1.979323104023933411e-02,1.395971607416868210e-02,1.253110077232122421e-02
4.781793653964996338e-01,4.447692036628723145e-01,3.080249764025211334e-02,1.978163979947566986e-02,1.394675578922033310e-02,1.252044551074504852e-02
5.121284723281860352e-01,4.028071761131286621e-01,3.355609253048896790e-02,2.576243504881858826e-02,1.257665455341339111e-02,1.316920854151248932e-02
7.444726824760437012e-01,1.479635089635848999e-01,3.110149316489696503e-02,5.579688772559165955e-02,7.151873316615819931e-03,1.351362280547618866e-02
6.658304929733276367e-01,2.441781908273696899e-01,7.945907302200794220e-03,7.370717823505401611e-02,1.005387399345636368e-03,7.332805078476667404e-03
7.762606143951416016e-01,1.433739960193634033e-01,3.038790076971054077e-03,7.061535865068435669e-02,3.623413795139640570e-04,6.348869763314723969e-03
8.770764470100402832e-01,4.804554581642150879e-02,1.974241575226187706e-03,6.712258607149124146e-02,2.605336485430598259e-04,5.520784296095371246e-03
9.251609444618225098e-01,4.906255751848220825e-02,3.303418867290019989e-03,1.444773562252521515e-02,1.637849607504904270e-03,6.387589499354362488e-03
9.272731542587280273e-01,2.511002123355865479e-02,1.987397484481334686e-02,6.714876741170883179e-03,1.518293842673301697e-02,5.845007020980119705e-03
5.768228769302368164e-01,1.165199745446443558e-02,2.206746637821197510e-01,2.279008040204644203e-03,1.828384250402450562e-01,5.733082536607980728e-03
1.534268260002136230e-01,1.271361578255891800e-02,5.538777709007263184e-01,4.919189959764480591e-04,2.781279385089874268e-01,1.361996051855385303e-03
7.606302946805953979e-02,9.190434589982032776e-03,7.179340124130249023e-01,3.153001307509839535e-04,1.958129703998565674e-01,6.843655137345194817e-04
